category,period,subject_name,schedule,teacher_name,detail_url,overview
造形総合科目,通年,デザインリサーチ Ⅰ（学１課程のみ）,なし,足立圭准教授、臼井新太郎講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_82.html,「考現学」の手法を応用して、日常の生活風景や風俗・人物行動などの観察記録を行い、特徴的な傾向やタイプ（類型）を比較分析して、新たな発想を得たり、現代の生活文化への理解を深めていく。本科目で行うデザインリサーチとは、特定の製品開発を目的とした調査ではなく、人間の行動や身の回りの状況を調査するものであり、目の前の現象を様々な角度から観察・分析することで、創造的な発想にいずれ結びつくような「新鮮な発見や気づき」を得ることに目標がある。
造形総合科目,通年,デザインリサーチ Ⅱ（学１課程のみ）,なし,足立圭准教授、小池利佳講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_83.html,現在、私たちの住む都市は急激な変貌を遂げている。その中で、変わらない本質的なものを発見するとともに、その背景を理解する必要がある。デザインリサーチ Ⅱ では、都市景観に関する問題を多角的に捉えるとともに、街並み景観調査を切り口として都市景観のあり方を分析・考察し、各自の「見方」を構築することを目的としている。
造形総合科目,通年,デザイン基礎 ⅠＡ（学２課程のみ）,なし,福井政弘教授、上田和秀講師、高崎葉子講師、清水智子講師、竹山加奈子講師、和田明広講師、野呂麻美講師、木島朝子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_215.html,『色と形の構成』コミュニケーションのための有効な手段として発達してきたグラフィックデザインの総合的な基礎概念を把握し、その目的とさまざまな方法論を考察する。ここでは、グラフィックデザインの造形的な基礎となる「色」と「形」について、自らの感覚を前提としながらも、コミュニケーションを目的として的確に判断し、計画できる力を養うことを目標としている。※この科目は実務経験を有する教員（福井政弘教授）による授業科目である。デザイナーとして豊富な実績を有する担当教員が、デザインの実務において必須となる色・形・構成やグラフィックデザインの基礎を指導する。
造形総合科目,通年,デザイン基礎 ⅠＢ（学２課程のみ）,なし,福井政弘教授、山口弘毅講師、上田和秀講師、和田明広講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_216.html,『ピクトグラムとコンピュータ表現』コミュニケーションのための有効な手段として発達してきたグラフィックデザインの総合的な基礎概念を把握し、その目的とさまざまな方法論を考察する。ここでは、形で意味を伝える「ピクトグラム」という、ビジュアル・コミュニケーションの原点となる課題や視覚的に表現するためのアイディアとそれを実現するコンピュータ表現の課題に取り組む。自らの感覚を前提としながら、広く意味を伝える意識と技術の獲得を目標とする。※この科目は実務経験を有する教員（福井政弘教授）による授業科目である。デザイナーとして豊富な実績を有する担当教員が、デザインの実務において必須となる色・形・構成やグラフィックデザインの基礎を指導する。
造形総合科目,通年,デザイン基礎 ⅡＡ（学２課程のみ）,なし,清水恒平教授、野村昂平講師、坂本優子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_223.html,「デザイン・アートのためのプログラミング入門 1」現在、あらゆる事象の情報化が進み、世界には大量のデータが生成、蓄積されている。デザインの分野でもwebサイトやwebサービスの構築、マイコン基盤を使用したプロトタイピングや、データビジュアライゼーションなど、直接的にプログラミングのスキルが求められるものも少なくない。この科目ではその基礎となるプログラミングの習得を目指すと同時に、デザインに必要な論理的な思考を鍛えることを目標とする。なお、言語はビジュアルデザインやアートに向いたプログラミング言語として知られている Processingを使用する。教科書の「動き」の章まで程度の内容の学習を想定しているが、もちろん、それ以上の作品を制作しても構わない。※この科目は実務経験を有する教員（清水恒平教授）による授業科目である。インタラクションデザインを中心に活動している担当教員が、プログラムの作成を通してデザインとシステムの基礎的な理解を実務経験を交えて指導する。
造形総合科目,通年,デザイン基礎 ⅡＢ（学２課程のみ）,なし,清水恒平教授、野村昂平講師、坂本優子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_224.html,「デザイン・アートのためのプログラミング入門 2」この科目では、プログラミングの基本的なスキルを理解したことを前提に、マウスやキーボードによって、反応するオブジェクトを制作する。単純に動かすだけでなく、鑑賞者やユーザーの視点から、どのように反応することが適切なのかを考慮して、作品に触れた人に新鮮な驚きを与えるインタラクションを考える。いわば、UX、UIの基本的な要素の一つを考える科目と捉えてもよいだろう。プログラミングの理解を深めることも目的の一つだが、難しいコードを書くことを求める科目ではない。自分自身が作品の最初の鑑賞者（体験者）として、客観的に作品と向き合う姿勢で臨んでほしい。※この科目は実務経験を有する教員（清水恒平教授）による授業科目である。インタラクションデザインを中心に活動している担当教員が、プログラムの作成を通してデザインとシステムの基礎的な理解を実務経験を交えて指導する。
造形総合科目,通年,デザイン基礎 ⅢＡ（学２課程のみ）,なし,荻原剛教授、森史子講師、奥村梨枝子講師、三澤直也講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_236.html,生活環境の考察―ヒト、モノ、コトの関係から学ぶ―我々の身の回りには様々な「モノ」が存在し、互いが密接に関係し合いながら我々の生活を支えている。言い換えれば、我々の身の回りには、暮らしをより便利に、快適に過ごすために様々な機能を持った生活機器や建築物が用意され、我々の多様な暮らしを可能にしている。デザイン基礎ⅢAでは、実際の機器デザインや空間デザインを行うにあたって、求められる様々な要件とはどのようなことなのか、生活者の視点から「ヒト、モノ、コト」の関係を調査し、問題の抽出から始まる思考のプロセスについて、課題の制作を通して体験的に学び、デザイン行為の基本的な方法を学ぶ。
造形総合科目,通年,デザイン基礎 ⅢＢ（学２課程のみ）,なし,荻原剛教授、三澤直也講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_237.html,―立体物の伝え方、あらわし方―手に握るものから家具程度のサイズのプロダクトの提案を通じて、基本的なプロダクトデザインのプロセスを把握し、いかにわかりやすく、美しく「あらわし」て「伝える」かについて実践的に学ぶことを目標とする。
造形総合科目,通年,デザイン基礎 ⅣＡ（学２課程のみ）,なし,荻原剛教授、大野洋平講師、古謝里沙講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_231.html,観察と想像―イメージの視覚化―我々を取り巻く環境は、様々な生活機器や建築物がそれぞれの役割を担いながら互いに影響し合い、我々の暮らしを支えている。ここで、視点を変えて造形的な観点から環境を観察すると、そこには美しい表情や新しい意味を見いだすことができる。また、光と影、素材と形体という複合的な効果から生まれる空間の表情からは、様々な物語やイメージを想起することができる。デザイン基礎ⅣAでは、様々に変化する環境と向き合い、その表情を読み取り豊かなイメージの創出に努める。その後、イメージの造形的な意味を考察し、その成果を手がかりに独自の造形表現を試みる。観察と想像を通して生まれるイメージを育て、定着させることの重要さを認識し、提案までのプロセスを体験的に学び、今後の造形表現の起点となることを目標としている。※この科目は実務経験を有する教員（荻原剛教授）による授業科目である。デザイナーとして豊富な実績を有する担当教員が、身の回りの観察から具体的な作品の提案に至るまでのプロセスについて実務経験を交えながら指導する。
造形総合科目,通年,デザイン基礎 ⅣＢ（学２課程のみ）,なし,荻原剛教授、大野洋平講師、古謝里沙講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_232.html,観察と想像―空間表現と構成―我々を取り巻く環境は、様々な生活機器や建築物がそれぞれの役割を担いながら互いに影響し合い、我々の暮らしを支えている。我々が暮らす環境を日常的な暮らしから離れて、造形的、構成的、空間的な視点で捉えると、そこからは魅力的な表情と豊かなイメージを見いだすことができる。デザイン基礎ⅣBでは、我々の思いを誘発する共振力、触発力といった造形の持つ力を認識し、空間と造形の関係について考察する。また、空間構成を行う上で必要となるキーワード（イメージ、プロセス、構成）を手掛かりに、造形表現のための方法を学び、自身の造形表現の方法を見つけ出す契機となることを目指している。※この科目は実務経験を有する教員（荻原剛教授）による授業科目である。デザイナーとして豊富な実績を有する担当教員が、身の回りの観察から具体的な作品の提案に至るまでのプロセスについて実務経験を交えながら指導する。
造形総合科目,通年,写真表現（学２課程のみ）,なし,上原幸子教授、谷口泉講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_332.html,写真を通して自分の意図を確実に他者に伝える表現として、写真の知識や技術を獲得することは、情報伝達をより確実にすることに繋がる。また写真による表現は、絵画による表現とも通じる、感性を伴う表現であり、カメラという機器の知識に基づき、自らの感性を表現する行為でもある。「カメラリテラシー」受講後、その知識を実際の写真撮影に役立てるために、制作課題を通じ、自ら撮影してみることで、その知識と技術を確実に学び、同時に写真を見る目を涵養することを目的としている。
油絵学科,通年,絵画表現 Ⅰ,なし,関口雅文教授、室井佳世教授、吉川民仁教授、阿部英幸講師、今井庸介講師、大家泰仁講師、木村真由美講師、熊谷直人講師、小森琢己講師、坂本龍幸講師、清水健太郎講師、神彌佐子講師、杉山佳講師、成澤響子講師、畠山昌子講師、星晃講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_84.html,ここでは、造形要素としての線と面の働きをテーマとして学ぶ。どのようなモチーフであっても、それをキャンバスや紙の上に表現するには、線や面などの造形要素として捉えることが重要になってくる。モチーフを漫然と見たまま描くのではなく、画面を構成する要素として捉えた場合、実際のモチーフにはない線や面が意識されてくる。そういった画面の自由な空間構築を通して単なる再現的な表現ではない、新たな表現の展開を通信授業と面接授業を通して模索する。
油絵学科,通年,絵画表現 Ⅱ,なし,関口雅文教授、室井佳世教授、吉川民仁教授、阿部英幸講師、今井庸介講師、大家泰仁講師、木村真由美講師、熊谷直人講師、小森琢己講師、坂本龍幸講師、清水健太郎講師、神彌佐子講師、杉山佳講師、成澤響子講師、畠山昌子講師、星晃講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_85.html,ここでは、造形要素としての明暗と色彩の働きをテーマとして学ぶ。対象として設定した空間には、光による明暗の変化とともに、モチーフ個々の形態や色彩が生み出すフォルムなどが、相互に関わり合いながら存在している。また、モチーフだけでなくモチーフと床や壁との関係や、モチーフ相互を取り巻く空間などにも注意を払うことが必要となる。これら様々な造形要素を自分が設定した空間から感じ取り、画面上で用いられる色彩と形態の関係を、色の使い方（絵具どうしの混色や画面上での配色など）に留意して描きながら、造形的な絵画空間を構築していく。通信授業、面接授業ともに明暗の構成と色彩の構成をテーマとして制作する。
油絵学科,通年,複合的表現 Ⅰ,なし,関口雅文教授、室井佳世教授、吉川民仁教授、袴田京太朗教授、小林耕平教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_86.html,複合的表現では、狭義の領域概念や既成の表現形式にとらわれず、様々な素材やメディアを複合的に扱うことによって、新たな表現の可能性を探る。ここでは、内的想像力をもとに、「物質と記憶」「物質と知覚」といったことを通して、その表出作用と空間化、構造化について学ぶ。通信授業ではフォト・コラージュによる「内的空間の表出」をテーマとした平面による制作とし、面接授業では同じテーマのもとに平面に限ることなく様々な素材やメディアを使用し、より幅広い表現を目指す。
油絵学科,通年,複合的表現 Ⅱ,なし,関口雅文教授、室井佳世教授、吉川民仁教授、袴田京太朗教授、小林耕平教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_87.html,「場所と観察と表現」をテーマとする。ここでは身の回りの場所や空間をよく観察してみることから始める。普段見慣れている日常の空間を形作っている物の位置をずらしたり、変形したり、何かを付け加えたりすることによって、思いがけない非日常的な空間が表れたりする。このような経験を表現へと結実させてゆくプロセスを学ぶ。通信授業では自分の身の回りの素材や生活空間をもとに、平面による制作とし、面接授業では平面に限らず様々な素材やメディアを使用し、環境と造形表現の幅広い在り方を模索する。
絵画コース,通年,絵画 Ⅲ,なし,関口雅文教授、吉川民仁教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_88.html,「構成と表現」をテーマに人物や自然を対象とした制作を行う。人間や自然は、最も普遍的なテーマであり、絵画の歴史とともに描かれてきた。対象をじっくりと観察し、そこで得られた発見を基に制作を進め、それぞれの表現を探る。通信授業では身近な人物や気になる人を取材し、観察して得られた様々な発見を通して、構成と表現に結び付けていく。面接授業では人物と植物の組み合わせで制作し、構成と表現の多様性を知る。
絵画コース,通年,絵画 Ⅳ,なし,関口雅文教授、吉川民仁教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_89.html,「空間と構成」をテーマに制作する。今日の絵画においては、さまざまな空間表現が試みられている。この科目では植物と室内風景をモチーフに、それぞれの求める空間がどのようなものなのか、描く事で確認することが目標である。その空間をより魅力的なものにするための要素として、構成や構図について考え、研究することも重要な学習となる。
絵画コース,通年,絵画 Ⅴ,なし,関口雅文教授、吉川民仁教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_90.html,「色彩とマチエール」をテーマに制作する。明暗と色彩は切り離すことができない関係にあるが、絵画表現においては、明暗と色彩は外界と内面、物質と非物質など、対立する関係の表現に適している。それぞれが求める絵画空間に必要な要素としての明暗と色彩の働きを知り、制作する上で表現に結び付けることを試みる。また、絵具をはじめとするマチエールの働きも理解する。
絵画コース,通年,絵画 Ⅵ,なし,関口雅文教授、吉川民仁教授、赤塚祐二教授、樺山祐和教授、水上泰財教授、諏訪敦教授、丸山直文教授、小林孝亘教授、町田久美教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_91.html,「表現の可能性とテーマの追求」─「見つける、集める、描いてみる」この課題を通して先ずはその足掛かりとして描いてみたいものを「見つける」ことから始める。それが直接テーマへと繋がるのか、またはそこから何かが展開するのか、実際に描き、試行錯誤しながら自らの表現方法を追求することを体験する。描くことに始めからテーマがあるのではなく、自分にとって新たな試みに挑戦し、表現の方向性を探りながら試行錯誤をすること。この体験こそが次への表現に結び付きようやくテーマが見出されることを知る。卒業制作に向かうための準備段階と位置づけ、通信授業、面接授業を通して各自の表現方法を探り、試行錯誤する体験や追求から制作の骨格を発見し、その中にテーマが隠れていることを学習する。
絵画コース,通年,絵画 Ⅶ,なし,関口雅文教授、吉川民仁教授、赤塚祐二教授、樺山祐和教授、水上泰財教授、諏訪敦教授、丸山直文教授、小林孝亘教授、町田久美教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_92.html,「自主制作」。造形的経験の積み重ねによって段々に自分の描きたいもの、描くべきものが明らかになってくるものであるが、ここでは卒業制作につなげるために、テーマや表現内容を更に掘り下げると共に、それをどのような素材でどのように表現して行くのか、自分自身の制作の方向性を明確にする。通信授業、面接授業を通して、各自の「自主制作」のためのイメージ・デッサンやエスキース、素材研究等タブロー制作に入るまでのプロセスも重視する。
絵画コース,通年,卒業制作,なし,関口雅文教授、吉川民仁教授、赤塚祐二教授、樺山祐和教授、水上泰財教授、諏訪敦教授、丸山直文教授、小林孝亘教授、町田久美教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_183.html,卒業制作は通信教育課程での基礎的な造形学習の総まとめであると同時に、卒業後の創造活動を方向付けるスタート地点でもある。そのためにも結果を恐れず、それまでの学習体験を活かし、各々の資質にあった表現に向けての、精一杯悔いのない制作が望まれる。また、デッサンやエスキース等を積み重ねながら、テーマを絞り込み、それを画面にどのように組み立てて行くか、しっかりと手順を踏んで制作することも大切である。
日本画コース,通年,日本画 Ⅲ,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_93.html,古来の作品の鑑賞も含め古典模写をおこなうことにより、日本画の素材がどのように扱われ使用されてきたかを探り、その中にある様々な技法や様式を再現することで、基本としての日本画の素材を扱う方法や描法や工程の研究をする。通信授業では、線の美しさや勢いのある線の練習をして筆力を養う。面接授業では、鳥獣戯画等の絵巻物を模写することで、各種の線描法と上げ写し法を学び、彩色模写では、障壁画等に見られる多種多様な技法や技術、工程法などを知り、下地作りから仕上げまでをおこなう。
日本画コース,通年,日本画 Ⅳ,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_94.html,人体をテーマに、形態としての人体の骨格、動き、自然造形の美しさを把握し、日本画の素材を使って独自の表現を追求する。通信授業では、身近な人をモデルにイメージを捉えることを重点に学び、面接授業では、デッサンと制作を通して人を描くための下図の作り方、人体と空間の関係、構成等を学び、更に、独自の表現をするための岩絵具による色彩の研究、基底材、マチエール等、日本画の様々な技法を研究して人体制作をする。
日本画コース,通年,日本画 Ⅴ,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_95.html,和紙、絹本等、様々な基底材の研究を通して日本画表現を学ぶ。静物や自由な発想によるテーマをもとに描画材との関係と幅広い独自性のある表現法を知り体感することで、素材の重要性を知る。通信授業では、和紙の特性を知り、染める、加工する等の基底材を考察したものを利用して制作する。面接授業では、基本としての絹の扱い方を学び、制作する。
日本画コース,通年,日本画 Ⅵ,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_96.html,日本画における装飾性や構成、イメージによる造形について学ぶ。日本画素材の特徴のひとつである金箔、銀箔のあかし方等の技法や扱い方を知り、制作を通して箔を使用した絵画的空間表現を試み、自己の制作工程や描くモチーフの処理法などを考察する。通信授業では、デッサン、下図等をもとにした画面上での構成、イメージによる造形、自由な展開への試みを行う。面接授業では、箔を扱い取り入れた描き方、描くことで発生する独自の形と構成を研究する。
日本画コース,通年,日本画 Ⅶ,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_97.html,自由なテーマで日本画表現を学ぶ。個々にあったテーマ、素材や表現方法を探り、自己のオリジナルな表現へと展開していく。独自の表現、描きたいものは何か、ということを常に問題意識として持ち、テーマの内容と日本画の素材の必然性を考えながら、制作する上での確かな描写力、技術力、表現力を追求することを目標とする。通信授業、面接授業ともに、卒業制作取り組み前の科目として自己の課題の研究に取り組む。
日本画コース,通年,卒業制作,なし,室井佳世教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_184.html,日本画の素材を使い自己の表現したいものをテーマに取り組む。学習の成果で得たものを十分出し、新しい日本画の可能性を示唆するような姿勢で、自己にとっても今後の指針を示せるような制作をおこなう。
版画コース,通年,版画 Ⅲ,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_98.html,版画という造形表現を用い、各自がイメージを膨らませ、テーマや表現方法の可能性を探っていく。通信授業では、「自然」をテーマにして、各自が自由な解釈により、描く行為（ドローイング）を基に、版表現に結び付ける。また、版画作品は 4 版種（木版、リトグラフ、銅版、スクリーンプリント）のうちから 1 版種を選び学習する。版画制作のためのドローイングの重要性を認識するとともに、素材（版材、紙、インクなど）との関わり、技法の特性等を充分理解し、版技法をどの様に自己の表現に結びつけるかを考察する。面接授業では、「版画Ⅰ」と同様の「木版」「リトグラフ」を開設する。「版画Ⅰ」で選択していない版種を選び、その基本技法を習得する。
版画コース,通年,版画 Ⅳ,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_99.html,版画という造形表現を用い、各自がイメージを膨らませ、テーマや表現方法の可能性を探っていく。通信授業では、「空間」をテーマにして、各自が自由に解釈し版表現に結び付ける。平面上にできる（絵画）空間は、奥行きのある空間、平面的な空間、錯綜した空間等、様々である。ここでは各自の表現としての空間とはどのようなものなのかを版を通して探っていく。面接授業では、「版画 Ⅱ」と同様の「銅版」「スクリーンプリント」を開設する。「版画 Ⅱ」で選択していない版種を選び、その基本技法を習得する。ここで 4 版種すべてを修得したことになるので、改めて各版種の特性とは何かを考えてみる。
版画コース,通年,版画 Ⅴ,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_100.html,自己の表現を見つめて版や材料の特性を学び、「版画Ⅵ」以降の取り組みの中で専門性と造形表現を高める版種を明確にする。通信授業では、「時間」をテーマにして、各自が自由な解釈を加え、版表現を試みる。「版画Ⅳ」までの履修によって、4 版種の基本技法の習得を終えたことになる。ここからは積極的に表現方法を見出し、充実した研究制作が望まれる。面接授業では、各自が選択した版種の専門技法や特殊な製版などの実習を行い、基本的実習とは異なる視野を与えながら各自の表現を追求する（面接授業は開講する時期によって実習の内容が変わる）。
版画コース,通年,版画 Ⅵ,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_101.html,これまで幾つかのテーマについて、課題の中で取り組んできたが、この科目からは通信授業、面接授業ともに自由テーマによる制作となる。自己のテーマと表現に見合った研究課題を設定し、「卒業制作」を視野に入れた版種を選択する。制作過程で技術的修練を積み重ねることも重要だが、技法や材料への興味を越えて、版の特性を意図的に用いる具体的な取り組みが求められる。そこで、なぜ版を使うのか、如何に自らの表現の中で版を活かすのか、改めて考える機会にもなるであろう。それぞれの主題を決めるところから、版材、紙などの材料を研究し、自己の表現へと結びつけていくことを学習する。通信授業、面接授業ともに、「卒業制作」を視野に入れた版種を選択し、制作する。
版画コース,通年,版画 Ⅶ,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_102.html,各自の学習プランを基に、独自な版表現の確立を目指し、テーマや表現手法をより明確に示す研究が求められる。プランやテーマなど、この先にある「卒業制作」の軸となる部分が不明確な場合はここで再度、熟考しなければならない。美術として優れた表現とはどのようなものなのか。版を介して何を表現しようとしているのか。様々な課題に向かって各自が真剣に取り組み、確認作業をしていくことであろう。それは表現者としての基礎であり、最も重要な姿勢である。これまで積み重ねてきた制作をもとに、卒業制作を見据えた心の準備と、充実した制作を望む。通信授業、面接授業ともに、「卒業制作」で選択する版種を選び制作する。
版画コース,通年,卒業制作,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_185.html,版画コースの教育課程においては、技術研究、材料研究を行い、各自のテーマに沿った版表現を考察してきた。「卒業制作」では、これをさらに深めてオリジナリティを導き出すことに取り組み、これまでの学習成果を十分に出し切る制作が求められる。総まとめであると同時に卒業後の創作の基盤になり、活動展開を方向付ける重要な科目でもある。結果を恐れず、これまでの学習体験を活かし、各々の資質に合った表現に向けて、精一杯悔いのない制作が望まれる。
工芸工業デザイン学科,通年,工芸工業デザイン基礎 Ⅰ,なし,西川聡教授、高橋理子教授、荻原剛教授、山本博一講師、萩原千春講師、徂徠友香子講師、朝比奈ゆり講師、奥村梨枝子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_103.html,この科目は、工芸工業デザイン学科において最初に学習する造形専門科目となっている。学科の必須科目ではあるが、スペースデザインコースと生活環境デザインコースプロダクトデザイン系は同じ課題に取り組み、生活環境デザインコースクラフトデザイン系各クラスにはこの科目から各素材別課題に取り組む。つまりここから、各自が目指す専門の学習に入る。スペースデザインコースと生活環境デザインコースプロダクトデザイン系の同じ課題とは、スペースと生活環境、いいかえれば空間とモノ、それぞれの立場で同じ題材に取り組むことをいう。そうすることで、各自が、両者の関係性について包括的に考え、広い視野を獲得することを期待する。
工芸工業デザイン学科,通年,工芸工業デザイン基礎 Ⅱ,なし,西川聡教授、高橋理子教授、荻原剛教授、渡辺衆講師、萩原千春講師、馬場美次講師、怡田千枝講師、竹内優美講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_104.html,この科目は、工芸工業デザイン基礎Ⅰに引き続き学科共通の造形専門科目となっている。学科の必修科目ではあるが、工芸工業デザイン基礎Ⅰと同様にスペースデザインコースと生活環境デザインコースプロダクトデザイン系は同じ題材に取り組み、生活環境デザインコースクラフトデザイン系各クラスは各素材別課題に取り組む。
生活環境デザインコース,通年,生活環境デザイン論,なし,荻原剛教授、萩野美有紀講師、渡辺衆講師、野田昇一郎講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_105.html,私達の生活環境を形成するさまざまな道具や機器のデザインは、便利さや快適さを追求するだけでなく、省資源、リサイクル、バリアフリーやユニバーサルデザインの視点に立った発想が求められるようになった。この科目では、これらの要件に敏感な生活者の視点に立って、人間とモノ、そして使われる環境との関係を多角的に捉え、それらのよりよい関係の在り方を考察したい。授業は、面接授業において、生活環境に関わるプロダクトデザインの変遷を技術の進化と文化の変化から見た歴史的側面から、現在の状況をスライドによって俯瞰することから始める。また、生産の現場や、関係する施設や展示会などの見学等を折り込み、多角的にデザインを考察する。通信授業では、面接授業で触発されたテーマをもとに実製品のデザインを体験・考察し、その分析とをレポートする。
生活環境デザインコース,通年,生活環境計画 Ⅰ,なし,西川聡教授、高橋理子教授、荻原剛教授、萩原千春講師、渡辺衆講師、大蔵紗也講師、川合祐介講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_106.html,プロダクトデザイン系クラス及びクラフトデザイン系各素材別クラスに分かれて授業を行います。プロダクトデザイン系クラスでは、現代の生活で避けては通れない「地球温暖化」をテーマとし、リサーチを通じて各自が環境問題に対して「提案できること」を考え、プロトタイプ化やプレゼンテーションに至るプロセスを相互に学びあうことを目標とします。クラフトデザイン系は、テキスタイルクラスにおいては花をモチーフとしたインテリアファブリックの提案を、陶磁クラスにおいては陶土によるユニットタイルの提案を行います。
生活環境デザインコース,通年,生活環境計画 Ⅱ,なし,西川聡教授、高橋理子教授、荻原剛教授、三澤直也講師、渡辺衆講師、萩原千春講師、大蔵紗也講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_107.html,プロダクトデザイン系クラス及びクラフトデザイン系各素材別クラスに分かれて授業を行います。プロダクトデザイン系では、「体験」のデザインをテーマとし、本学鷹の台キャンパスの所定の空間を対象とした提案を行います。クラフトデザイン系では、技術の習得を中心とした実習の流れにおいて、実材を用いた作品制作と、その目的や役割などの学習も行います。
